NOMBRE;CODIGO;NIT;ORDEN;DEPARTAMENTO;MUNICIPIO;ID
ANTIOQUIA EMPRESA DESARROLLO URBANO NORTE ANTIOQUIA EDUNA SANTA ROSA OSOS;205686020.0;901442761;TERRITORIAL;ANTIOQUIA;SANTA ROSA OSOS;432
EMPRESA DESARROLLO URBANO NORTE ANTIOQUIA;718564644.0;9014427611;NACIONAL;ANTIOQUIA;SANTA ROSA OSOS;432
ANTIOQUIA EMPRESA DESARROLLO URBANO OCCIDENTE EDUOCCIDENTE;205761018.0;901509210;TERRITORIAL;ANTIOQUIA;SOPETRAN;433
ANTIOQUIA EMPRESA DESARROLLO URBANO RURAL EDUR TAMESIS;205789020.0;901476496;TERRITORIAL;ANTIOQUIA;TAMESIS;434
EMPRESA DESARROLLO URBANO RURAL MUNICIPIO BELLO;713456861.0;901465133;TERRITORIAL;DEFINIDO;DEFINIDO;435
ANTIOQUIA EMPRESA DESARROLLO URBANO RURAL MUNICIPIO BELLO EDUNORTE BELLO;205088057.0;901465133;TERRITORIAL;ANTIOQUIA;BELLO;435
EMPRESA DESARROLLO URBANO RURAL CARMEN VIBORAL;715361101.0;901521260;TERRITORIAL;ANTIOQUIA;CARMEN VIBORAL;436
ANTIOQUIA EMPRESA DESARROLLO URBANO RURAL MUNICIPIO CARMEN VIBORAL EDUR;205148019.0;901521260;TERRITORIAL;ANTIOQUIA;CARMEN VIBORAL;436
ANTIOQUIA EMPRESA GENERACION PROMOCION ENERGIA ANTIOQUIA SA ESP MEDELLIN;205001176.0;900251423;TERRITORIAL;ANTIOQUIA;MEDELLIN;437
ANTIOQUIA EMPRESA MUNICIPAL MAQUINARIA TRANSPORTE SERVICIOS MUNICIPIO ITUANGO EMTSI;205361020.0;901482397;TERRITORIAL;ANTIOQUIA;ITUANGO;438
ANTIOQUIA EMPRESA PUEBLORRIQUEÑA ACUEDUCTO ALCANTARILLADO ASEO SA ESP PUEBLORRICO;20557612.0;900182397;TERRITORIAL;ANTIOQUIA;PUEBLORRICO;438
EMPRESA MUNICIPAL MAQUINARIA TRANSPORTE SERVICIOS MUNICIPIO ITUANGO ANTIOQUIA `` EMTSI '';718563554.0;901482397;TERRITORIAL;ANTIOQUIA;ITUANGO;438
EMPRESA PUEBLORRIQUEÑA ACUEDUCTO ALCANTARILLADO ASEO S.A E.S.P;718725476.0;900182397;TERRITORIAL;ANTIOQUIA;PUEBLORRICO;438
ANTIOQUIA INSTITUCION EDUCATIVA SAN AGUSTIN MEDELLIN;205001020.0;811040150;TERRITORIAL;ANTIOQUIA;MEDELLIN;439
EMPRESA MUNICIPAL MERCADEO APARTADO;700774102.0;811004010;TERRITORIAL;ANTIOQUIA;APARTADO;439
ANTIOQUIA EMPRESA MUNICIPAL MERCADEO EMMA MUNICIPIO APARTADO;205000172.0;811004010;TERRITORIAL;ANTIOQUIA;APARTADO;439
ANTIOQUIA INSTITUCION EDUCATIVA RAMON GIRALDO CEBALLOS MEDELLIN;205001077.0;811040190;TERRITORIAL;ANTIOQUIA;MEDELLIN;439
ANTIOQUIA EMPRESA MUNICIPAL SERVICIOS PUBLICOS DOMICILIARIOS VIGIA FUERTE;205873012.0;811008775;TERRITORIAL;ANTIOQUIA;VIGIA FUERTE;440
ANTIOQUIA EMPRESA PRESTADORA SERVICIO PUBLICO ASEO CIUDAD BOLIVAR;20510113.0;811015728;TERRITORIAL;ANTIOQUIA;CIUDAD BOLIVAR;441
ANTIOQUIA INSTITUCION EDUCATIVA JOSE FELIX RESTREPO VELEZ SABANETA;205631015.0;811017572;TERRITORIAL;ANTIOQUIA;SABANETA;441
EMPRESA PRESTADORA SERVICIO PUBLICO ASEO MUNICIPIO CIUDAD BOLIVAR;700555014.0;811015728;TERRITORIAL;DEFINIDO;DEFINIDO;441
INSTITUCION EDUCATIVA JOSE FELIX RESTREPO VELEZ;707564704.0;811017572;TERRITORIAL;ANTIOQUIA;SABANETA;441
EMPRESA PRESTADORA SERVICIO PUBLICO DOMICILIARIO ASEO E.S.P;705403624.0;811022269;TERRITORIAL;ANTIOQUIA;CHIGORODO;442
ANTIOQUIA EMPRESA PRESTADORA SERVICIOS PUBLICOS DOMICILIARIOS ASEO ESP CHIGORODO;205172018.0;811022269;TERRITORIAL;ANTIOQUIA;CHIGORODO;442
ANTIOQUIA INSTITUCION EDUCATIVA SANTA TERESA MEDELLIN;205001078.0;811020229;TERRITORIAL;ANTIOQUIA;MEDELLIN;442
CHOCO PERSONERIA MUNICIPAL SAN JOSE PALMAR;227660018.0;900948464;TERRITORIAL;CHOCO;SAN JOSE PALMAR;443
EMPRESA SEGURIDAD ORIENTE SAS;718465040.0;900984614;TERRITORIAL;ANTIOQUIA;RIONEGRO;443
ANTIOQUIA EMPRESA SEGURIDAD ORIENTE SAS RIONEGRO SAS;205615018.0;900984614;TERRITORIAL;ANTIOQUIA;RIONEGRO;443
ANTIOQUIA EMPRESA SERVICIOS PUBLICOS ANDES SA ESP;205034017.0;900691110;TERRITORIAL;ANTIOQUIA;ANDES;444
ANTIOQUIA EMPRESA SERVICIOS PUBLICOS ARGELIA MARIA SA ESPAM SA ARGELIA;20500517.0;900304290;TERRITORIAL;ANTIOQUIA;ARGELIA;445
EMPRESA SERVICIOS PUBLICOS ARGELIA MARIA S.A. E.S.P .;706132594.0;900304290;TERRITORIAL;ANTIOQUIA;ARGELIA;445
ANTIOQUIA EMPRESA SERVICIOS PUBLICOS BURITICA SA ESP;205113017.0;900321949;TERRITORIAL;ANTIOQUIA;BURITICA;446
CUNDINAMARCA INSTITUTO MUNICIPAL RECREACION DEPORTE SUBACHOQUE;225769015.0;900312199;TERRITORIAL;CUNDINAMARCA;SUBACHOQUE;446
ANTIOQUIA EMPRESA SERVICIOS PUBLICOS COCORNA ESP;20519712.0;811021485;TERRITORIAL;ANTIOQUIA;COCORNA;447
ANTIOQUIA EMPRESA SERVICIOS PUBLICOS ESP EBEJICO;205240017.0;811014485;TERRITORIAL;ANTIOQUIA;EBEJICO;447
ANTIOQUIA EMPRESA SERVICIOS PUBLICOS DOMICIALIARIOS ITUANGO SA ESP;205361018.0;900622585;TERRITORIAL;ANTIOQUIA;ITUANGO;448
ANTIOQUIA EMPRESA SERVICIOS PUBLICOS DOMICILIARIOS ACUEDUCTO ALCANTARILLADO ASEO SA ESP SANTO DOMINGO;105690017.0;811043219;TERRITORIAL;ANTIOQUIA;SANTO DOMINGO;449
ANTIOQUIA EMPRESA SERVICIOS PUBLICOS DOMICILIARIOS AGUAS MACEO SAS ESP MACEO;205425012.0;900345914;TERRITORIAL;ANTIOQUIA;MACEO;450
ANTIOQUIA EMPRESA SERVICIOS PUBLICOS DOMICILIARIOS ANGOSTURA SA ESP;205038017.0;900310485;TERRITORIAL;ANTIOQUIA;ANGOSTURA;451
ANTIOQUIA EMPRESA SERVICIOS PUBLICOS DOMICILIARIOS CARACOLI SA ESP CARACOLI;205142017.0;900148210;TERRITORIAL;ANTIOQUIA;CARACOLI;452
EMPRESA SERVICIOS PUBLICOS DOMICILIARIOS CARACOLI;705406130.0;900148210;TERRITORIAL;ANTIOQUIA;CARACOLI;452
GUAVIARE INSTITUCION EDUCATIVA ANTONIO NARIÑO UNILLA RETORNO;295025018.0;900182107;TERRITORIAL;GUAVIARE;RETORNO;452
ANTIOQUIA EMPRESA SERVICIOS PUBLICOS DOMICILIARIOS CISNEROS SA ESP;205190017.0;900152299;TERRITORIAL;ANTIOQUIA;CISNEROS;453
CARVAJAL LABORATORIOS IPS SAS;710630369.0;900152996;TERRITORIAL;BOYACA;TUNJA;453
ANTIOQUIA EMPRESA SERVICIOS PUBLICOS DOMICILIARIOS EMPUGI SA ESP GIRALDO;205306018.0;900409409;TERRITORIAL;ANTIOQUIA;GIRALDO;454
ANTIOQUIA EMPRESA SERVICIOS PUBLICOS DOMICILIARIOS MUNICIPIO GUATAPE ESP;205321017.0;811037130;TERRITORIAL;ANTIOQUIA;GUATAPE;455
EMPRESA SERVICIOS PUBLICOS GUATAPE S.A.S;714978616.0;811037130;NACIONAL;ANTIOQUIA;GUATAPE;455
EMPRESA SERVICIOS PUBLICOS DOMICILIARIOS MUNICIPIO SABANALARGA S.A E.S.P;705402667.0;900262356;TERRITORIAL;ANTIOQUIA;SABANALARGA;456
ANTIOQUIA EMPRESA SERVICIOS PUBLICOS DOMICILIARIOS MUNICIPIO SABANALARGA SA ESP;20562812.0;900262356;TERRITORIAL;ANTIOQUIA;SABANALARGA;456
ANTIOQUIA EMPRESA SERVICIOS PUBLICOS DOMICILIARIOS SA ESP LIBORINA;20541123.0;900154296;TERRITORIAL;ANTIOQUIA;LIBORINA;457
MAGDALENA INSTITUCION EDUCATIVA DEPARTAMENTAL JUAN FRANCISCO OSPINA FUNDACION;247288023.0;900615426;TERRITORIAL;MAGDALENA;FUNDACION;457
ANTIOQUIA EMPRESA SERVICIOS PUBLICOS DOMICILIARIOS SAS ESP TAMESIS;20578923.0;900378953;TERRITORIAL;ANTIOQUIA;TAMESIS;458
ANTIOQUIA EMPRESA SERVICIOS PUBLICOS DOMICILIARIOS VALPARAISO SAS ESP VALPARAISO;205856018.0;900477448;TERRITORIAL;ANTIOQUIA;VALPARAISO;459
EMPRESA SERVICIOS PUBLICOS DOMICILIARIOS VALPARAISO S.A.S ESP;701395378.0;900477448;TERRITORIAL;ANTIOQUIA;VALPARAISO;459
ANTIOQUIA EMPRESA SERVICIOS PUBLICOS ESP SANTA ROSA OSOS;205686018.0;900245571;TERRITORIAL;ANTIOQUIA;SANTA ROSA OSOS;460
CORDOBA INSTITUCION EDUCATIVA ANTONIA SANTOS MONTERIA;223001718.0;900245541;TERRITORIAL;CORDOBA;MONTERIA;460
ANTIOQUIA INSTITUCION EDUCATIVA FE ALEGRIA CIMA MEDELLIN;205001065.0;811019074;TERRITORIAL;ANTIOQUIA;MEDELLIN;461
ANTIOQUIA INSTITUCION EDUCATIVA BARRIO SANTANDER MEDELLIN;205001084.0;811019724;TERRITORIAL;ANTIOQUIA;MEDELLIN;461
ANTIOQUIA EMPRESA SERVICIOS PUBLICOS FRONTINO;205284022.0;811019874;TERRITORIAL;ANTIOQUIA;FRONTINO;461
ANTIOQUIA EMPRESA SERVICIOS PUBLICOS GRANADA ESPG;20531316.0;811016501;TERRITORIAL;ANTIOQUIA;GRANADA;462
ANTIOQUIA INSTITUCION EDUCATIVA BARRIO SANTA MARGARITA MEDELLIN;205001099.0;811018651;TERRITORIAL;ANTIOQUIA;MEDELLIN;462
EMPRESA SERVICIOS PUBLICOS GRANADA E.S.P.G;705404341.0;811016501;TERRITORIAL;ANTIOQUIA;GRANADA;462
ANTIOQUIA EMPRESA SERVICIOS PUBLICOS NARIÑO SAS ESP NARIÑO;205483017.0;901131020;TERRITORIAL;ANTIOQUIA;NARIÑO;463
ANTIOQUIA EMPRESA SERVICIOS PUBLICOS RIO ABURRA SAS ESP CALDAS;205129027.0;900863443;TERRITORIAL;ANTIOQUIA;CALDAS;464
ANTIOQUIA EMPRESA SERVICIOS PUBLICOS SA ESP PUERTO TRIUNFO SA ESP;2559115.0;900094866;TERRITORIAL;ANTIOQUIA;PUERTO TRIUNFO;465
FONDO VIVIENDA INTERES SOCIAL DEPARTAMENTO HUILA;705008498.0;900094866;TERRITORIAL;CUNDINAMARCA;GUADUAS;465
ANTIOQUIA EMPRESA SERVICIOS PUBLICOS SAN FRANCISCO SAS ESP;205652017.0;900657172;TERRITORIAL;ANTIOQUIA;SAN FRANCISCO;466
EMPRESA SERVICIOS PUBLICOS SAN FRANCISCO ANTIOQUIA * *;718229487.0;900657172;TERRITORIAL;ANTIOQUIA;SAN FRANCISCO;466
HUILA INSTITUCION TEJAR TIMANA;241807017.0;891101470;TERRITORIAL;HUILA;TIMANA;467
ANTIOQUIA EMPRESA SERVICIOS PUBLICOS SAN JOSE MARINILLA ESP;20544016.0;811014470;TERRITORIAL;ANTIOQUIA;MARINILLA;467
ANTIOQUIA EMPRESA SERVICIOS PUBLICOS SANTA FE ANTIOQUIA SAS ESP;205042020.0;901033936;TERRITORIAL;ANTIOQUIA;SANTAFE ANTIOQUIA;468
DIRECCION TERRITORIAL ANDES OCCIDENTALES PARQUES NACIONALES NATURALES COLOMBIA;703923706.0;901037393;NACIONAL;ANTIOQUIA;MEDELLIN;468
FONAM DTAN;703862235.0;901037393;NACIONAL;SANTANDER;BUCARAMANGA;468
PNNCSUBCUENTA FONAM;703871210.0;901037393;NACIONAL;DEFINIDO;DEFINIDO;468
SUBCUENTA ADMON RECURSOS MANEJO SPN FONAM DTOR;703415323.0;901037393;TERRITORIAL;META;VILLAVICENCIO;468
SUBCUENTA SISTEMA PARQUES NACIONALES NATURALES FONDO NACIONAL AMBIENTAL FONAM DTAM AMAZONAS;703416560.0;901037393;NACIONAL;BOGOTA D.C .;BOGOTA D.C .;468
SUBCUENTA SISTEMA PARQUES NACIONALES NATURALES FONDO NACIONAL AMBIENTAL FONAM DTCA;703490821.0;901037393;NACIONAL;MAGDALENA;SANTA MARTA;468
SUBCUENTA SISTEMA PARQUES NACIONALES NATURALES FONDO NACIONAL AMBIENTAL FONAM DTPA;703306522.0;901037393;NACIONAL;VALLE CAUCA;CALI;468
ANTIOQUIA EMPRESA SERVICIOS PUBLICOS SANTA ROSA SOSTENIBLE SAS ESP;205001277.0;901165292;TERRITORIAL;ANTIOQUIA;MEDELLIN;469
ANTIOQUIA EMPRESA SERVICIOS PUBLICOS SAS ESP GUADALUPE;205315018.0;900402277;TERRITORIAL;ANTIOQUIA;GUADALUPE;470
ANTIOQUIA HIDROELECTRICA ITUANGO SA ESP MEDELLIN;205001025.0;811014798;TERRITORIAL;ANTIOQUIA;MEDELLIN;471
ANTIOQUIA EMPRESA SERVICIOS PUBLICOS UNION ESP;205400012.0;811014879;TERRITORIAL;ANTIOQUIA;UNION;471
ANTIOQUIA EMPRESA SERVICIOS RETIRO RETIRAR SA ESP;205607017.0;811028985;TERRITORIAL;ANTIOQUIA;RETIRO;472
ANTIOQUIA EMPRESA SOCIAL HOSPITAL GUSTAVO GONZALEZ OCHOA SAN ANDRES CUERQUIA;205647017.0;890982113;TERRITORIAL;ANTIOQUIA;SAN ANDRES CUERQUIA;473
ANTIOQUIA HOSPITAL SAN ANTONIO CARAMANTA;205145017.0;890981163;TERRITORIAL;ANTIOQUIA;CARAMANTA;473
ANTIOQUIA PERSONERIA MUNICIPIO TURBO;2583713.0;890981138;TERRITORIAL;ANTIOQUIA;TURBO;473
BOYACA ALCALDIA MUNICIPIO TURMEQUE;215835011.0;890981138;TERRITORIAL;BOYACA;TURMEQUE;473
DISTRITO TURBO;703036343.0;890981138;TERRITORIAL;DEFINIDO;DEFINIDO;473
EMPRESA SOCIAL HOSPITAL SAN ANTONIO;704363118.0;890981163;TERRITORIAL;ANTIOQUIA;ENVIGADO;473
HOSPITAL GUSTAVO GONZALEZ OCHOA;704216720.0;890982113;TERRITORIAL;DEFINIDO;DEFINIDO;473
ANTIOQUIA EMPRESA TRANSPORTE MASIVO VALLE ABURRA LTDA;205000022.0;890923668;TERRITORIAL;ANTIOQUIA;MEDELLIN;474
EMPRESA VIVIENDA DESARROLLO URBANO RURAL MUNICIPIO ENVIGADO;711083816.0;901387801;TERRITORIAL;ANTIOQUIA;RIONEGRO;475
ANTIOQUIA EMPRESA VIVIENDA DESARROLLO URBANO RURAL MUNICIPIO ENVIGADO DESUR ENVIGADO;205266036.0;901387801;TERRITORIAL;ANTIOQUIA;ENVIGADO;475
ANTIOQUIA EMPRESAS PUBLICAS ABEJORRAL EPA ESP ABEJORRAL;20500218.0;800123369;TERRITORIAL;ANTIOQUIA;ABEJORRAL;476
EMPRESAS PUBLICAS ABEJORRAL E.S.P;718399165.0;800123369;CORPORACIÓN AUTÓNOMA;ANTIOQUIA;ABEJORRAL;476
ANTIOQUIA EMPRESAS PUBLICAS AMAGA SA ESP AMAGA;20503015.0;900195262;TERRITORIAL;ANTIOQUIA;AMAGA;477
INSTITUCION EDUCATIVA COLEGIO GENERAL SANTANDER;717984769.0;8905019526;TERRITORIAL;NORTE SANTANDER;VILLA ROSARIO;477
NORTE SANTANDER INSTITUCION EDUCATIVA GENERAL SANTANDER VILLA ROSARIO;254874017.0;890501952;TERRITORIAL;NORTE SANTANDER;VILLA ROSARIO;477
ANTIOQUIA EMPRESAS PUBLICAS APARTADO SAS ESP;205045019.0;901066064;TERRITORIAL;ANTIOQUIA;APARTADO;478
EMPRESAS PUBLICAS APARTADO;713239150.0;901066064;TERRITORIAL;ANTIOQUIA;APARTADO;478
ANTIOQUIA INSTITUCION EDUCATIVA AVANZADA MEDELLIN;205001119.0;811024770;TERRITORIAL;ANTIOQUIA;MEDELLIN;479
ANTIOQUIA INSTITUCION EDUCATIVA MONSEÑOR ALFONSO URIBE JARAMILLO CEJA;205376019.0;811021477;TERRITORIAL;ANTIOQUIA;CEJA;479
ANTIOQUIA EMPRESAS PUBLICAS BELMIRA;205086018.0;811024778;TERRITORIAL;ANTIOQUIA;BELMIRA;479
ANTIOQUIA EMPRESAS PUBLICAS BETULIA SA ESP;205093017.0;900262923;TERRITORIAL;ANTIOQUIA;BETULIA;480
ANTIOQUIA EMPRESAS PUBLICAS BRICEÑO SA ESP;205107014.0;900299679;TERRITORIAL;ANTIOQUIA;BRICEÑO;481
ANTIOQUIA EMPRESAS PUBLICAS CARAMANTA SAS ESP;205145018.0;900570704;TERRITORIAL;ANTIOQUIA;CARAMANTA;482
EMPRESAS PUBLICAS CARAMANTA S.A.S . E.S.P .;718453236.0;900570704;TERRITORIAL;ANTIOQUIA;CARAMANTA;482
ANTIOQUIA EMPRESAS PUBLICAS CAÑASGORDAS SA ESP;20513833.0;900383243;TERRITORIAL;ANTIOQUIA;CAÑASGORDAS;483
CONCEJO MUNICIPAL CANDELARIA;716240650.0;900318343;TERRITORIAL;VALLE CAUCA;CANDELARIA;483
ANTIOQUIA EMPRESAS PUBLICAS CONCEPCION SAS ESP CONCEPCION;205206020.0;901431743;TERRITORIAL;ANTIOQUIA;CONCEPCION;484
EMPRESAS PUBLICAS DABEIBA S.A.S E.S.P;705404283.0;900317391;TERRITORIAL;ANTIOQUIA;DABEIBA;485
ANTIOQUIA EMPRESAS PUBLICAS DABEIBA SAS ESP;205234017.0;900317391;TERRITORIAL;ANTIOQUIA;DABEIBA;485
NORTE SANTANDER EMPRESA INDUSTRIAL COMERCIAL MAQUINAS SERVICIOS VIALES TIBU MAQUISERVIT EICE;254810017.0;900391739;TERRITORIAL;NORTE SANTANDER;TIBU;485
EMPRESA SERVICIOS PUBLICOS DOMIILIARIOS ESTRELLA SA ESP+;719489346.0;9003323638;TERRITORIAL;ANTIOQUIA;ESTRELLA;486
ANTIOQUIA EMPRESAS PUBLICAS ESTRELLA SAS ESP;205380017.0;900332363;TERRITORIAL;ANTIOQUIA;ESTRELLA;486
ANTIOQUIA EMPRESAS PUBLICAS HISPANIA SA ESP;205353018.0;900150224;TERRITORIAL;ANTIOQUIA;HISPANIA;487
EMPRESAS PUBLICAS HISPANIA S.A. E.S.P .;718662083.0;900150224;TERRITORIAL;ANTIOQUIA;HISPANIA;487
ANTIOQUIA EMPRESAS PUBLICAS JARDIN SA ESP;20536412.0;900045268;TERRITORIAL;ANTIOQUIA;JARDIN;488
CASANARE PERSONERIA MUNICIPIO SABANALARGA;28530013.0;900052668;TERRITORIAL;CASANARE;SABANALARGA;488
EMPRESAS PUBLICAS JARDIN S.A. E.S.P . EPJ;700572019.0;900045268;TERRITORIAL;DEFINIDO;DEFINIDO;488
ANTIOQUIA EMPRESAS PUBLICAS JERICO ANTIOQUIA SA ESP;205368018.0;900191468;TERRITORIAL;ANTIOQUIA;JERICO;489
CAQUETA FABIO JARAMILLO LONDOÑO;218001014.0;900211468;TERRITORIAL;CAQUETA;FLORENCIA;489
EMPRESAS PUBLICAS JERICO ANTIOQUIA S.A E.S.P;714567435.0;900191468;TERRITORIAL;ANTIOQUIA;JERICO;489
GUAVIARE IED CENTRO EDUCATIVO EDEN;29500120.0;900276714;TERRITORIAL;GUAVIARE;SAN JOSE GUAVIARE;490
ANTIOQUIA EMPRESAS PUBLICAS MUNICIPALES BETANIA SA ESP;20509123.0;900217714;TERRITORIAL;ANTIOQUIA;BETANIA;490
INSTITUTO MUNICIPAL DESARROLLO PRACTICA DEPORTE RECREACION APROVECHAMIENTO TIEMPO LIBRE INDER GUARNE;704037894.0;811007013;TERRITORIAL;DEFINIDO;DEFINIDO;491
ANTIOQUIA EMPRESAS PUBLICAS MUNICIPALES CONCORDIA ESP;20520915.0;811007033;TERRITORIAL;ANTIOQUIA;CONCORDIA;491
ANTIOQUIA INDER GUARNE INSTITUTO MUNICIPAL DESARROLLO PRACTICA DEPORTE RECREACION APROVECHAMIENTO TIEMPO LIBRE GUARNE;205318043.0;811007013;TERRITORIAL;ANTIOQUIA;GUARNE;491
ANTIOQUIA EMPRESAS PUBLICAS MUNICIPALES SOPETRAN;20576113.0;811017059;TERRITORIAL;ANTIOQUIA;SOPETRAN;492
ANTIOQUIA INSTITUCION EDUCATIVA LOMA HERMOSA MEDELLIN;205001203.0;811017053;TERRITORIAL;ANTIOQUIA;MEDELLIN;492
ANTIOQUIA INSTITUCION EDUCATIVA LUIS CARLOS GALAN SARMIENTO ITAGÜI;205154739.0;811017593;TERRITORIAL;ANTIOQUIA;ITAGÜI;492
ANTIOQUIA INSTITUCION EDUCATIVA NORMAL SUPERIOR ENVIGADO;205266017.0;811017539;TERRITORIAL;ANTIOQUIA;ENVIGADO;492
ANTIOQUIA EMPRESAS PUBLICAS PINTADA SA ESP;2539012.0;900117078;TERRITORIAL;ANTIOQUIA;PINTADA;493
ANTIOQUIA EMPRESAS PUBLICAS PUERTO NARE;205585014.0;800196071;TERRITORIAL;ANTIOQUIA;PUERTO NARE;494
ANTIOQUIA EMPRESAS PUBLICAS SA ESP SANTA BARBARA;205679017.0;900222855;TERRITORIAL;ANTIOQUIA;SANTA BARBARA;495
INSTITUTO CEJEÑO RECREACION DEPORTE INCERDE;705402097.0;811002944;TERRITORIAL;ANTIOQUIA;DEFINIDO;496
ANTIOQUIA INSTITUTO CEJEÑO RECREACION DEPORTE INCERDE;205376014.0;811002944;TERRITORIAL;ANTIOQUIA;CEJA;496
ANTIOQUIA EMPRESAS PUBLICAS SALGAR SA ESP;20564215.0;811042944;TERRITORIAL;ANTIOQUIA;SALGAR;496
ANTIOQUIA INSTITUCION EDUCATIVA SAN LORENZO ABURRA MEDELLIN;205001058.0;811021944;TERRITORIAL;ANTIOQUIA;MEDELLIN;496
ANTIOQUIA EMPRESAS PUBLICAS SAN ANDRES CUERQUIA;20564712.0;900351747;TERRITORIAL;ANTIOQUIA;SAN ANDRES CUERQUIA;497
ANTIOQUIA EMPRESAS PUBLICAS SAN LUIS SAS ESP;205660015.0;900515140;TERRITORIAL;ANTIOQUIA;SAN LUIS;498
ANTIOQUIA INSTITUCION EDUCATIVA PROGRESAR MEDELLIN;205001258.0;901051510;TERRITORIAL;ANTIOQUIA;MEDELLIN;498
EMPRESAS PUBLICAS SAN LUIS S.A.S E.S.P;706256542.0;900515140;TERRITORIAL;DEFINIDO;DEFINIDO;498
INSTITUCION EDUCATIVA PROGRESAR;718412604.0;901051510;TERRITORIAL;ANTIOQUIA;MEDELLIN;498
ANTIOQUIA EMPRESAS PUBLICAS SAN RAFAEL SA ESP;205667019.0;900400990;TERRITORIAL;ANTIOQUIA;SAN RAFAEL;499
ANTIOQUIA EMPRESAS PUBLICAS SAN ROQUE SAS ESP;20567015.0;900640323;TERRITORIAL;ANTIOQUIA;SAN ROQUE;500
ANTIOQUIA EMPRESAS PUBLICAS SANTUARIO ESP;205697021.0;811013967;TERRITORIAL;ANTIOQUIA;SANTUARIO;501
EMPRESAS PUBLICAS URRAO EPU;718719131.0;800152294;TERRITORIAL;ANTIOQUIA;URRAO;502
ANTIOQUIA EMPRESAS PUBLICAS URRAO ESP;205847017.0;800152294;TERRITORIAL;ANTIOQUIA;URRAO;502
ANTIOQUIA EMPRESAS PUBLICAS VALDIVIA SA ESP VALDIVIA;20585413.0;900186511;TERRITORIAL;ANTIOQUIA;VALDIVIA;503
META INSTITUCION EDUCATIVA SILVIA APONTE CARNIZALES VILLAVICENCIO;250001060.0;900826511;TERRITORIAL;META;VILLAVICENCIO;503
ANTIOQUIA EMPRESAS PUBLICAS VENECIA SA ESP VENECIA;20586115.0;811016420;TERRITORIAL;ANTIOQUIA;VENECIA;504
ANTIOQUIA EPM INVERSIONES SA MEDELLIN;205001286.0;811041199;TERRITORIAL;ANTIOQUIA;MEDELLIN;505
ANTIOQUIA EPS SURAMERICANA SA MEDELLIN;105001025.0;800088702;NACIONAL;ANTIOQUIA;MEDELLIN;506
ANTIOQUIA ESCUELA DROGADICCION RIONEGRO;205615031.0;901341579;TERRITORIAL;ANTIOQUIA;RIONEGRO;507
ESCUELA DROGADICCION;708414032.0;901341579;TERRITORIAL;ANTIOQUIA;RIONEGRO;507
ANTIOQUIA ESCUELA SUPERIOR TECNOLOGICA ARTES DEBORA ARANGO MEDELLIN;205266427.0;811042967;TERRITORIAL;ANTIOQUIA;MEDELLIN;508
ANTIOQUIA ESP EMPRESA SERVICIOS PUBLICOS DOMICILIARIOS MUNICIPIO PEQUE;205543018.0;900555127;TERRITORIAL;ANTIOQUIA;PEQUE;509
ANTIOQUIA ESP EMPRESAS PUBLICAS SA VEGACHI;205858018.0;900150932;TERRITORIAL;ANTIOQUIA;VEGACHI;510
EMPRESAS PUBLICAS VEGACHI SA ESP;718089238.0;900150932;TERRITORIAL;ANTIOQUIA;VEGACHI;510
ANTIOQUIA FABRICA LICORES ALCOHOLES ANTIOQUIA EICE;205360021.0;901436775;TERRITORIAL;ANTIOQUIA;ITAGÜI;511
FABRICA LICORES ALCOHOLES ANTIOQUIA;712037225.0;901436775;CORPORACIÓN AUTÓNOMA;DEFINIDO;DEFINIDO;511
ANTIOQUIA FONDO DESARROLLO SOCIAL RETIRO;205607016.0;900198194;TERRITORIAL;ANTIOQUIA;RETIRO;512
CALDAS EMPRESA SERVICIOS PUBLICOS ORIENTE CALDAS SA ESP MARQUETALIA;217444017.0;900194814;TERRITORIAL;CALDAS;MARQUETALIA;512
FONDO DESARROLLO SOCIAL RETIRO;711747527.0;900198194;TERRITORIAL;VALLE CAUCA;DAGUA;512
FONDO VALORIZACION MUNICIPIO MEDELLIN;712170091.0;900158929;TERRITORIAL;ANTIOQUIA;MEDELLIN;513
ANTIOQUIA INSTITUCION EDUCATIVA CAMILA BELLO;205088040.0;900586929;TERRITORIAL;ANTIOQUIA;BELLO;513
ANTIOQUIA FONDO VALORIZACION MUNICIPIO MEDELLIN FONVAL;205001017.0;900158929;TERRITORIAL;ANTIOQUIA;MEDELLIN;513
ANTIOQUIA FONDO VIVIENDA INTERES SOCIAL REFORMA URBANA BAGRE;20525016.0;800239510;TERRITORIAL;ANTIOQUIA;BAGRE;514
FONDO VIVIENDA INTERES SOCIAL REFORMA URBANA BAGRE FOVIS;705410694.0;800239510;TERRITORIAL;DEFINIDO;DEFINIDO;514
QUINDIO INSTITUCION EDUCATIVA POPA TEBAIDA;26340115.0;800023951;TERRITORIAL;QUINDIO;TEBAIDA;514
ANTIOQUIA FONDO VIVIENDA INTERES SOCIAL REFORMA URBANA DONMATIAS;205237018.0;800213880;TERRITORIAL;ANTIOQUIA;DON MATIAS;515
ANTIOQUIA FONDO VIVIENDA INTERES SOCIAL REFORMA URBANA FOVISRU PUERTO BERRIO;205579014.0;811003649;TERRITORIAL;ANTIOQUIA;PUERTO BERRIO;516
ANTIOQUIA INSTITUCION EDUCATIVA JUAN DIOS CARVAJAL MEDELLIN;205001095.0;811020369;TERRITORIAL;ANTIOQUIA;MEDELLIN;516
